claimant_id,name,gender,age,marital_status,occupation,annual_income,credit_score,state,address,phone,bank_account_hash,policy_type,policy_tenure_years,prior_claims_count
CL000142,Raymond Marshall,Other,60,single,Chef,104734.65,718,NY,"203 Ann Locks, North April, ND 30883",(330)789-8138,GB31QRCI45822067323182,comprehensive,11.2,0
CL000143,Andrea Le,Female,23,married,Chef,37152.14,500,OH,"2450 Kathy Tunnel Apt. 001, Frederickshire, CO 11331",001-737-817-8509x025,GB61VDZQ44421829987478,comprehensive,10.3,0
CL000144,Angela Thompson,Male,30,single,Nurse,89511.54,617,FL,"6708 Mcdonald Cape, North Ebonybury, MS 45766",+1-851-458-4826x6913,GB91ZIQH55054296080706,full_coverage,3.1,0
CL000145,Jason Chase,Male,65,divorced,Freelancer,73769.67,700,TX,"98221 Joseph Causeway Apt. 648, New Rosetown, KS 82496",001-842-687-7383x6381,GB16HEVC26942894642036,full_coverage,4.3,0
CL000146,Bianca Bowen,Male,45,married,Truck Driver,42330.47,662,TX,"14417 Lynn Highway Suite 255, Michelleton, HI 53359",955.882.4301,GB30JNZI48988031538882,full_coverage,0.3,0
CL000147,Desiree Swanson,Female,58,married,Software Engineer,55441.54,737,IL,"504 Victoria Highway, East Sabrina, IL 47039",384.395.1632,GB70DWTO87180933913732,comprehensive,0.4,2
CL000148,Frank Perez,Female,74,single,Retired,31279.75,590,NC,"119 Chang Islands, Davishaven, PR 53873",001-488-200-2300x91561,GB16HWMK77449160936595,liability_only,0.9,0
CL000149,Anthony Collins,Male,64,divorced,Sales Representative,53594.1,646,TX,"520 Payne Via, Port Kimberly, NH 91647",366-474-6762,GB23NDPA24376545628417,full_coverage,5.7,0
CL000150,Bryce Fox,Female,58,married,Teacher,52218.39,607,CA,"84336 Cooper Burg Apt. 632, East Catherine, NY 19884",637-245-5611,GB16WXXJ28860505376660,full_coverage,7.0,1
CL000151,Anne Francis,Female,44,married,Sales Representative,49035.8,802,NC,"814 Kathryn Groves, Whiteheadberg, MP 57841",+1-729-383-2482x6292,GB44VZEM62015720185962,comprehensive,0.9,0
CL000152,Ryan Mcmillan,Female,68,divorced,Warehouse Worker,73426.66,569,NY,"USS Meyer, FPO AE 47860",(569)610-6271x5312,GB48KLBN88269177682938,full_coverage,0.6,0
CL000153,Donna Mccarty,Female,50,married,Freelancer,99551.29,552,PA,"087 Matthew Freeway Suite 882, Williamsbury, SD 49561",+1-310-615-7090x859,GB25JSFA74926999699648,full_coverage,3.5,0
CL000154,Olivia Reese,Female,38,single,Business Owner,72467.81,684,FL,"33230 Villanueva Cliffs, West David, MS 75175",468-245-3817,GB88UJNM53335038363358,liability_only,2.2,0
CL000155,Tommy Ramsey,Other,39,single,Police Officer,210003.23,722,PA,"9538 Diane Points, Port Loriport, GU 00903",(761)429-9650x826,GB76NVIC86965613087612,full_coverage,0.2,1
CL000156,Renee Edwards,Other,36,divorced,Retail Worker,46359.65,517,NY,"3468 John Underpass, Melissaview, SC 05817",8278300869,GB97CBDY68311395001680,full_coverage,3.4,0
CL000157,Diana Carter,Female,33,married,Teacher,40610.23,683,OH,"76283 May Road Apt. 053, Josephfort, NV 58525",+1-746-220-7266x292,GB43RZCX77602991406884,liability_only,5.2,0
CL000158,Cory Harris,Male,19,married,Nurse,26926.31,850,MI,"5235 Rodriguez Plains, South Alexburgh, TX 13825",792-406-1363,GB26OPRS56133718444902,full_coverage,2.4,1
CL000159,Erica Thomas,Male,25,married,Sales Representative,28693.97,614,MI,"64403 Harris Glen, South Thomasville, FL 61214",001-378-522-1021x7982,GB29IQNF98579736383182,comprehensive,3.6,0
CL000160,Whitney Ortiz,Female,40,single,Truck Driver,51010.65,755,TX,"079 Powell Crest Suite 706, Youngfurt, NC 19708",5507682122,GB12KVFC65058714692182,comprehensive,2.8,0
CL000161,Kenneth Murphy,Female,40,married,Consultant,60935.5,670,IL,"089 Young Road Suite 802, North Melissa, AS 04945",+1-338-369-4842x495,GB23JLOU88707152386767,full_coverage,0.7,0
CL000162,Randy Douglas,Female,64,married,Accountant,89248.58,734,NY,"6191 Simpson Place Suite 682, Wagnerberg, MP 17473",289-637-0858x06235,GB46AVLY66957900124825,liability_only,15.7,0
CL000163,Debra White,Other,63,married,Manager,48422.27,764,FL,"632 Serrano Ridge Suite 232, Kristinebury, VI 26003",+1-491-756-2415,GB72XPFK62926933589513,liability_only,3.9,0
CL000164,Teresa Rodriguez,Male,48,divorced,Electrician,42893.7,656,TX,"0784 Herring Points Suite 095, Mejiaport, GU 34803",303.949.1891,GB37TPFB38593401536415,full_coverage,3.5,1
CL000165,Brian Carey,Male,65,single,Chef,68272.67,588,NC,"127 Webster Trace, Maldonadoshire, SD 83770",247-201-2045x5611,GB54NFIP55411082555989,full_coverage,1.9,2
CL000166,Daniel Thompson,Female,59,married,Manager,46117.25,758,MI,"7813 West Island, North Susanview, PR 20120",001-914-210-5276x981,GB60TXEY70452388856225,full_coverage,0.1,1
CL000167,Susan Parsons,Female,81,married,Retired,20480.6,797,CA,"867 Ramirez Wall Apt. 275, Tonyaview, ND 83361",896-755-9428x24911,GB52AEAB02453931321551,full_coverage,1.2,2
CL000168,Fred Castillo,Female,27,married,Software Engineer,66865.24,685,GA,"214 Mitchell Pike Suite 699, Thomasbury, NE 59352",+1-374-562-0258x2543,GB33ZFWR12312392049106,comprehensive,2.2,0
CL000169,Stacey Stone,Female,67,single,Nurse,170385.37,758,PA,"38750 Katie Lodge Apt. 722, Timothymouth, KS 98389",(384)972-6290x529,GB25MVRH16082717217337,comprehensive,1.0,0
CL000170,Monica Frost,Female,60,married,Chef,34404.78,657,GA,"52229 Joyce Extension, Lake Ronaldmouth, TN 77201",743-588-2325,GB42ZSRG58446177732643,full_coverage,8.1,1
CL000171,Laura Green,Male,23,married,Consultant,25678.31,713,FL,"127 Smith Ports Apt. 712, West Johnmouth, WV 69575",313.475.2988x3220,GB18ZLMX08320048797888,comprehensive,2.8,0
CL000172,Jessica Sutton,Male,75,married,Manager,43805.51,700,CA,"852 Dana Lock Apt. 030, Tiffanybury, MS 85095",599-351-7152,GB46AYEU92950143748309,full_coverage,0.5,0
CL000173,Susan Ray,Female,48,single,Mechanic,65921.05,755,TX,"Unit 1397 Box 1912, DPO AA 06847",+1-322-313-2176x7201,GB33DMMD22019072587339,comprehensive,3.2,0
CL000174,Cindy Carter,Male,24,married,Nurse,104955.04,711,OH,"3802 Curtis Shores Suite 812, Gregoryland, LA 03477",+1-468-625-0952,GB50MEAS35561039952970,liability_only,1.8,1
CL000175,Crystal Chavez,Male,19,divorced,Software Engineer,75133.95,629,NY,"5858 Hughes Track, East Meghan, KS 10324",001-920-627-0615x9273,GB56BFTT07166906322481,full_coverage,0.3,0
CL000176,Dean Shields,Female,43,married,Sales Representative,87588.59,678,FL,"40301 Christina Lodge, Elliottmouth, MN 55969",991-357-9554x6234,GB47EZIO60108018103068,comprehensive,4.5,0
CL000177,Jerry Hill,Male,71,married,Consultant,164202.49,683,NY,"USCGC Martin, FPO AP 06087",+1-208-315-7129,GB23KWBO13806713073510,comprehensive,9.7,1
CL000178,Donna Booker,Male,53,married,Warehouse Worker,31326.49,684,CA,"92711 Graves Fords, South James, GA 64684",783-557-2707,GB52NWNT47031805339627,liability_only,6.4,2
CL000179,Sara Preston,Other,26,married,Accountant,48635.64,695,TX,"59183 Holly Mountains, North Brianview, MO 54870",(614)259-0110x79771,GB09AXUI93881949053152,full_coverage,0.3,1
CL000180,Leroy Shaw,Female,60,married,Sales Representative,36165.21,847,MI,"11161 Cain Point Apt. 988, Elizabethchester, MI 87708",+1-533-646-8007x2290,GB63MIJC34327560417765,liability_only,0.3,0
CL000181,Elizabeth Greer,Female,61,single,Software Engineer,33668.16,743,GA,"873 James Ramp Suite 166, Curtisfurt, CT 19957",574.407.7943,GB28YKNF38994991970142,full_coverage,3.1,0
CL000182,Sarah Sosa,Male,61,married,Sales Representative,80827.04,761,MI,"44474 Caroline Mountain Suite 252, New Ericaburgh, NJ 80936",+1-941-481-3599x8989,GB23POVR71667417132231,liability_only,2.6,0
CL000183,Jocelyn Beard,Male,33,married,Freelancer,70143.42,728,CA,"785 Randolph Plains, North Lisa, KS 71292",3676571236,GB31TMCY12879429688276,liability_only,5.7,0
CL000184,Yvonne Conrad,Female,71,married,Retired,59164.04,681,GA,"0953 Jonathan Turnpike, Port Biancaville, MI 56488",5787327488,GB98XMLD79624096496683,liability_only,8.2,0
CL000185,Taylor Patterson,Male,76,single,Manager,87329.24,697,MI,"17028 Garcia Divide Apt. 593, Hillside, DC 00545",893.948.6883x90624,GB51EYQO99160911413193,full_coverage,0.1,1
CL000186,Pedro Greene,Female,65,widowed,Student,52585.57,606,PA,"613 Thomas Lodge, West Jacobbury, AZ 33860",388-316-5025x44724,GB09NKUB34409661771824,full_coverage,5.6,1
CL000187,Laura Payne,Female,52,married,Business Owner,92720.07,649,NY,"7821 Miller Groves, Blackville, WY 30185",992-666-4869x89396,GB38QMSJ15594501192920,full_coverage,0.1,0
CL000188,Priscilla Vang,Female,52,divorced,Chef,37809.32,850,OH,"051 Thomas Manors Apt. 398, Clarkmouth, IA 54344",001-221-289-4559x067,GB87ATUU94248942046648,full_coverage,7.6,0
CL000189,Jessica Jenkins,Female,43,single,Truck Driver,50903.38,688,GA,"2045 Grimes Overpass Suite 580, Pattonport, WI 42304",638.890.6235,GB21MZEU26540165995300,liability_only,1.3,0
CL000190,Megan Martin,Female,46,single,Mechanic,107288.74,755,FL,"42767 Collins Dale, Christinafurt, AK 14087",824-211-5848,GB94AYRA17986778231299,full_coverage,2.6,0
CL000191,Heather Galvan,Male,61,single,Retail Worker,60436.0,760,OH,"PSC 4726, Box 4261, APO AE 96242",520-838-4375,GB34LWSX68078525482421,full_coverage,9.8,2
CL000192,Melissa Hall,Male,79,divorced,Nurse,212575.1,669,PA,"4006 Torres Land Suite 752, Port Nicole, DE 18843",927.948.9791,GB66YMYG34272038862175,full_coverage,1.1,0
CL000193,Mary Brown,Male,47,single,Retired,25016.43,539,NY,"04530 Lynch Turnpike Apt. 588, West Claudia, IN 43888",940.601.8167,GB52QCNL24445446083851,comprehensive,4.7,0
CL000194,Manuel Cole,Male,20,single,Manager,22868.69,648,MI,"53912 Horne Passage, Morganfurt, AS 82040",001-696-798-8290,GB81PSWE71472463019864,liability_only,6.7,1
CL000195,Carlos Harris,Male,65,married,Warehouse Worker,22056.42,580,MI,"728 John Turnpike, East Theresaside, NM 04444",(329)232-8809x8322,GB87DAFH20018676610089,full_coverage,4.0,0
CL000196,Kristin Pham,Male,75,married,Manager,41936.94,736,CA,"08143 Reyes Course Suite 038, Sarahbury, SD 11648",001-780-674-6823,GB97NSKV10030762054596,liability_only,3.1,2
CL000197,Benjamin Smith,Female,79,single,Teacher,33085.07,702,FL,"6641 Alexander Rue Suite 541, Lake Marybury, LA 00708",285.716.9949x708,GB50YRYG66834826899962,comprehensive,16.6,0
CL000198,Jimmy Smith,Female,37,single,Teacher,45707.12,721,TX,"889 Thomas Springs Suite 915, West Leahchester, HI 48082",819.776.0932x012,GB89OUQS82604180952175,full_coverage,6.2,0
CL000199,Ernest Bernard,Female,60,single,Mechanic,44776.17,631,PA,"1274 Guzman Tunnel Apt. 188, West Christopher, VT 78124",(926)242-2297x5891,GB22ZWIX54218545705682,full_coverage,0.7,1
CL000200,Kenneth Martinez,Male,22,single,Nurse,31057.97,716,FL,"90016 Sara Junctions Suite 407, East Margaret, KY 62105",(382)989-5400,GB14QUQF24731261685071,liability_only,2.6,0
CL000201,Gregory Hart,Male,66,single,Police Officer,48122.19,589,GA,"19509 Megan Valley, Port Dianemouth, HI 56521",205-237-0923,GB58OCZN95007418948543,full_coverage,5.0,1
CL000202,Brenda Bradley,Female,49,married,Mechanic,177377.52,659,OH,"5294 Frye Trafficway, South Maryland, RI 94997",727.834.8131x04502,GB66HVFC74357483526806,liability_only,4.8,0
CL000203,Veronica Graham,Male,21,married,Administrative Assistant,38106.62,687,CA,"98344 Amy Fall Suite 364, Hermanside, AR 43865",807-474-0657x95515,GB61GSFX09085510740913,liability_only,7.3,0
CL000204,Bradley Garcia,Female,45,single,Construction Worker,42868.15,673,FL,"90254 Fleming Center Apt. 206, Samanthamouth, GU 35634",001-212-401-2275x950,GB69NYZW01515325947950,comprehensive,6.7,0
CL000205,Andrew Davenport,Female,32,married,Police Officer,80617.45,836,FL,"327 Sarah Station Suite 031, North Toniport, TX 82033",440.239.1045,GB64GNBQ94118491359928,liability_only,0.3,0
CL000206,Peter Sanchez,Female,32,married,Mechanic,59337.36,633,TX,"05610 Rick Oval Apt. 069, Hahnside, AR 10159",+1-667-474-0378,GB74WGVG94495300677625,full_coverage,11.5,0
CL000207,Daniel Chen,Female,45,married,Software Engineer,15000.0,603,IL,"3654 Rachel Ferry, Danielside, KS 24588",001-302-392-3345,GB22AXZB90605308868430,full_coverage,3.1,1
CL000208,Steven Davis,Male,51,married,Retail Worker,100715.52,700,OH,"90457 Webster Port, Morrisshire, VI 24889",529-596-4260,GB45NVZF02755821477092,liability_only,4.6,0
CL000209,Jeremy Davis,Male,33,married,Mechanic,92475.28,720,TX,"80236 Corey Underpass, North Michael, PW 69239",389-370-5916,GB76QNGR55881959772168,full_coverage,7.1,1
CL000210,Michelle Christensen,Female,42,married,Software Engineer,36463.37,719,OH,"8931 Franklin Drives, Nolanhaven, KY 43977",601-482-2720x0283,GB50UHEV20414474328116,comprehensive,7.5,1
CL000211,Tina Ray,Female,48,married,Software Engineer,53350.53,689,NC,"202 Cynthia Causeway, Sharonberg, IN 17697",(277)452-1353,GB57QCNK06463005937775,full_coverage,1.4,1
CL000212,Kevin Carr,Female,53,married,Mechanic,126988.55,722,FL,"029 Robert Via, South Kennethton, VI 21357",001-383-810-4384,GB58MFES13167080568566,liability_only,1.0,0
CL000213,Paul Macdonald,Female,30,married,Software Engineer,63815.27,684,FL,"19865 Brown Prairie Suite 440, Sanfordfurt, ID 90266",593-439-6504x9627,GB47CFBD35157011314916,comprehensive,3.5,0
CL000214,Sarah Fields,Female,77,married,Consultant,47702.02,627,GA,"USCGC Avery, FPO AP 90579",+1-519-562-3419x964,GB59RKZH24725058333430,full_coverage,0.1,0
CL000215,Cynthia Miller,Male,51,widowed,Electrician,106158.58,583,IL,"0545 Osborne Loaf Suite 757, Matthewsview, VA 83827",335-836-5974x66986,GB72GIEC25450809594815,liability_only,9.4,0
CL000216,James Thomas,Female,21,single,Manager,75170.8,637,MI,"26064 Mitchell Square Suite 234, North Beth, ND 08490",500-636-9155x94284,GB20SEJX07553666845909,liability_only,10.3,0
CL000217,Jacqueline James,Female,29,married,Administrative Assistant,61987.2,628,TX,"28749 Solis Gardens, East Blakechester, SD 36648",574-705-6769,GB90ITKC92798990816686,full_coverage,1.5,0
CL000218,Joshua Davis,Female,76,married,Chef,43257.43,819,GA,"USNV Flores, FPO AE 48047",+1-242-868-7447x01732,GB13ZKXE37772966563370,full_coverage,3.7,0
CL000219,Thomas Brewer,Male,29,single,Consultant,54321.7,526,NY,"78105 Banks Shoals Apt. 002, Gatesburgh, VA 17281",642-557-3160,GB49SWZD36817203136955,full_coverage,5.2,1
CL000220,Kelly Myers,Female,63,single,Retail Worker,81417.7,682,IL,"PSC 0929, Box 7352, APO AP 49460",+1-453-232-2273x938,GB88JLPW35323661850761,comprehensive,0.4,1
CL000221,Kristen Stevens,Male,46,single,Freelancer,34807.28,727,GA,"718 Maria Flats Suite 010, Martinezfurt, CT 46929",+1-983-588-2176x4846,GB49KOYI22332228019442,full_coverage,0.3,1
CL000222,William Hodge,Female,44,divorced,Chef,23035.97,628,OH,"56062 Clark Shoal, South Johnfort, VI 32566",518-204-6741,GB63PVKH84185201362608,comprehensive,1.4,1
CL000223,Mary Perez,Female,52,married,Electrician,60192.4,663,TX,"561 Cross Turnpike Suite 055, Ashleyburgh, SC 86967",751-864-1195,GB59IASV19693957875207,full_coverage,1.6,1
CL000224,Roberta Smith,Female,25,single,Warehouse Worker,47039.28,641,FL,"019 Davis Stream, East Kyleborough, OK 32436",001-369-467-8976x09873,GB34NPPH19227607598897,full_coverage,0.3,0
CL000225,Jennifer Young,Female,44,single,Chef,72996.21,729,FL,"943 Carrie Roads, Murphyborough, AK 67674",+1-795-923-1202x19150,GB89ZMIJ97470002687644,full_coverage,3.4,0
CL000226,Pamela Crawford,Female,70,married,Electrician,53497.24,578,FL,"741 Velasquez Lights Suite 604, Antoniochester, IA 46769",337-330-9649x69277,GB02USUL29635305970255,full_coverage,0.0,0
CL000227,Joseph Ford,Male,79,married,Student,41357.21,810,TX,"3159 Hendricks River Suite 965, Robertchester, IA 39630",544-534-4149x16999,GB56WIIS74394640882230,full_coverage,0.8,0
CL000228,Kathryn Anderson,Female,80,married,Accountant,29880.78,759,NY,"889 Garcia Estate, North Whitneyshire, NV 17420",7215707548,GB53JUWZ65579220300449,full_coverage,3.1,0
CL000229,Eric Hickman,Female,81,widowed,Truck Driver,50501.02,676,TX,"002 Rodriguez Tunnel, East Jessicamouth, MA 52075",(389)563-5957x086,GB54CIWL84345663113885,liability_only,0.3,0
CL000230,Daniel Zamora,Male,63,married,Student,106486.74,747,CA,"20334 Carter Greens Suite 310, Jessemouth, VT 76450",(486)380-0852x94690,GB51UVPO41743043502385,full_coverage,10.7,1
CL000231,Carla Briggs,Male,68,married,Truck Driver,50845.01,647,FL,"6527 Blair Terrace Apt. 332, New Laura, AL 18365",5252691330,GB85HGIN77116750762799,liability_only,15.1,0
CL000232,Robert Wright,Male,33,divorced,Freelancer,27776.46,665,CA,"5301 Renee Street, Lisaburgh, IA 04307",242.302.8471,GB55OWFF24050764871775,full_coverage,1.5,2
CL000233,Jennifer Dean,Female,50,married,Administrative Assistant,51257.11,627,GA,"0658 Amanda Mill, Port Erica, SC 19943",681-422-5909x56684,GB25HPHU37912121101878,liability_only,0.1,0
CL000234,Michael Haas,Other,39,married,Construction Worker,79559.17,611,IL,"170 Carter Camp, New Edward, CT 77539",909-891-7974,GB82MXIH38722054221626,full_coverage,6.0,0
CL000235,Melinda Green,Female,61,married,Chef,66566.29,622,NC,"30833 Phillips Mills Apt. 488, Romeroshire, MA 02040",770-520-5968x519,GB86ZVOP49266329563427,full_coverage,4.3,0
CL000236,Kara Norton,Male,23,divorced,Truck Driver,121312.47,810,PA,"206 Norma Keys Apt. 292, Lake Miguelburgh, FL 78164",511-856-3029x5596,GB73HOVX26294206615498,liability_only,1.2,2
CL000237,Michael Morgan,Female,37,divorced,Student,98024.69,649,TX,"80049 Janet Estate, Port Dawnburgh, PR 20402",421-854-8158,GB23RNRP64019185488064,liability_only,0.3,1
CL000238,Nicole Hood DDS,Female,75,divorced,Truck Driver,55148.61,791,OH,"98778 Sanchez Island Suite 664, Curryville, PA 57562",001-423-242-1926x2213,GB67JWCB42948314789117,liability_only,0.1,0
CL000239,Jill Bryan,Male,31,divorced,Teacher,41876.89,639,OH,"812 Daniel Plaza Apt. 036, Ortizburgh, VT 00780",8055328538,GB08DAKU05243838058269,liability_only,7.2,0
CL000240,Richard Saunders,Female,72,widowed,Mechanic,133780.87,683,NY,"8627 Mahoney Walks Apt. 283, Nunezborough, IL 63894",(618)351-8626x71368,GB81ACGE82339218835279,liability_only,7.2,0
CL000241,Amy Woods,Male,49,married,Truck Driver,255429.95,722,FL,"7761 Roberto Roads, Margaretburgh, AL 83706",+1-981-843-1927,GB02DOQW15969838457202,liability_only,4.4,0
CL000242,Jamie Dominguez,Female,49,divorced,Retired,45403.69,850,GA,"0081 Mcgee Tunnel Suite 855, Kevinville, MN 68178",354-970-2896,GB15MYIE86523746558269,full_coverage,0.3,0
CL000243,Diane Hill,Female,78,single,Truck Driver,50996.38,553,NC,"USNS Lang, FPO AP 40119",867-334-7853,GB87MJYS80445092860521,comprehensive,7.1,1
CL000244,Victoria Martin,Female,37,married,Sales Representative,115892.62,751,PA,"66489 Andrew Plains Apt. 484, Abigailbury, AL 73413",+1-598-930-5748,GB51IXDR56302750003056,liability_only,5.1,0
CL000245,Jennifer Vargas,Male,67,married,Software Engineer,64888.4,760,TX,"305 Carter Point Suite 937, Ryanshire, AR 66384",432-804-2556,GB47CFBD35157011314916,comprehensive,2.0,1
CL000246,Andrew Thomas,Male,19,married,Consultant,112046.59,726,NY,"5996 Taylor Manors, East Sheila, HI 16869",+1-805-633-4704x747,GB56RJVZ55939652138350,full_coverage,3.7,1
CL000247,Brad Taylor MD,Female,78,married,Consultant,75707.18,590,OH,"90036 Dominique Course, Lake Kimberlybury, WI 84399",(777)726-4883,GB15WVKR52294252516185,liability_only,3.5,1
CL000248,Lucas West Jr.,Male,25,married,Student,132812.35,583,NC,"PSC 8054, Box 9147, APO AA 40773",973-353-5247x841,GB68LSJW97344930537880,full_coverage,3.5,0
CL000249,Calvin Robinson,Male,19,married,Retired,68193.08,660,CA,"338 Ronald Camp, Hunterburgh, AS 73484",852-478-7304,GB05KVCK21746535378018,full_coverage,2.4,0
CL000250,Ashley Coleman,Female,77,single,Software Engineer,129732.77,574,IL,"6717 Newton Estates Suite 914, East Lisa, DC 77526",+1-294-266-4509x999,GB88DBRT85739083521189,liability_only,3.0,0
CL000251,Joseph Conway,Female,56,married,Electrician,48386.58,593,FL,"4884 Aguilar Mill Apt. 857, Cynthiashire, MI 99359",328.419.0221x79789,GB11JQRG97170598445143,liability_only,12.2,0
CL000252,Philip Moore,Male,54,single,Freelancer,58491.74,673,GA,"Unit 8112 Box 3038, DPO AP 45290",001-268-211-9397x81459,GB45XZTV92177905528669,full_coverage,3.2,0
